QDB,4,55
QDB/MUD,6,67
Information Retrieval,8,372
Textverarbeitung und Informatik,2,17
IRCDL,5,67
Intermediate Representations Workshop,8,233
IRI,10,695
IRMA Conference,13,652
IRREGULAR,21,1488
IS4TH,13,539
ISA,7,270
ISAAC,16,1358
ISADS,12,779
ISAS-SCI (1),7,170
ISAS,12,487
ISBI,22,5278
ISBMS,12,389
ISCA,50,7374
25 Years ISCA: Retrospectives and Reprints,38,19430
ISCAS (3),36,7947
ISCAS (1),33,8517
ISCAS (5),37,9026
ISCAS,24,9800
ISCAS (6),20,1580
ISCAS (4),34,8799
ISCAS (2),40,9185
ISCC,15,2088
ISCIS,7,334
ISCNZ,6,125
ISCO,3,20
ISCOPE,18,1341
ISCSLP,0,0
Integrated Spatial Databases,7,231
ISDA (1),11,820
ISDA,10,741
ISDA (3),9,360
ISDB,5,109
ISDO,4,118
ISEC,5,98
ISER,19,1273
ISESE,33,3752
ISESS,4,52
ISHPC,5,86
ISI,10,673
ISI Workshops,8,241
ISIPTA,22,1274
IS/KI,10,246
Herausforderungen an die Wissensorganisation (ISKO Tagung),2,36
ISLPED,18,1637
ISLPD,21,2342
ISM,15,1099
ISMAR,21,2178
ISAR,18,1228
ISMB (Supplement of Bioinformatics),45,6278
ISMB,23,1277
ISMB/ECCB (Supplement of Bioinformatics),44,5131
ISMDA,13,643
ISBMDA,10,446
ISMIR,26,3756
ISMIS,11,636
ISMS,12,429
ISMVL,10,624
IS&N,12,833
ISNN (2),7,436
ISNN (1),6,290
ISNN (3),9,490
ISoLA,15,1077
ISoLA (Preliminary proceedings),11,503
ISOOMS,10,204
ISORC,14,1521
Symposium on Object-Oriented Real-Time Distributed Computing,17,915
ISOTAS,17,971
ISPA,10,828
ISPA Workshops,13,928
ISPAN,15,1242
ISPASS,19,1455
ISPD,14,834
ISPDC/HeteroPar,14,619
ISPDC,8,385
ISPEC,13,631
ISPW,11,320
SPW/ProSim,9,221
ISQED,14,1795
ISSAC,17,1148
PASCO,8,325
SNC,8,156
ISSADS,7,224
ISSEP,4,43
ISSRE,18,1233
ISSS,36,3983
ISSTA,28,2476
"Symposium on Testing, Analysis, and Verification",26,1879
Random Testing,7,242
TAV-WEB,8,270
DEFECTS,6,86
WODA,8,171
PADTAD,8,145
ROSATEA,7,236
WTAOP,5,92
UNISCON,10,301
ISTA,11,420
ISTCS,30,3825
ISVC,11,445
ISVC (2),9,534
ISVC (1),12,844
ISVLSI,14,1000
ISC,18,1067
ISW,19,1802
ISWC,13,675
SWC,1,5
ISWS,4,36
Information Theory and Applications,6,186
ITC,16,1557
ITCC (2),27,3344
ITCC,29,4712
ITCC (1),29,3223
ITEE,7,254
ITNG,19,3143
iTrust,32,3542
Intelligent Tutoring Systems,16,1008
IUI,23,2781
CSKGOI,2,20
IuK,1,5
IV,12,981
IVA,21,1675
IVCNZ,0,0
IVEVA,4,41
IWAC,5,87
IWACA,12,337
IWAI,12,683
IWAN,6,131
IWANN (2),9,474
IWANN (1),8,489
IWANN,16,1373
IWAR,5,109
IWBRS,10,258
IWCC,8,150
IWCIA,8,291
Learning Classifier Systems,11,834
IWLCS,5,117
IWDC,18,1375
IWDM,15,652
IWDW,7,268
Interaktion im Web,1,6
IWEC,10,279
IWFM,8,225
IWHD,7,201
IWIA,17,993
IWINAC (1),8,288
IWINAC (2),9,336
IWIPS,7,152
IWLS,16,833
IWMM,18,2344
ISMM,12,759
MSP/ISMM,16,658
IW-MMDBMS,18,1119
IWPC,37,4336
WPC,18,1273
ICPC,18,1394
IWPEC,20,1090
IWPSE,24,1994
IWPT,9,231
IWQoS,14,1235
IW-SAPF,10,297
IWSAS,15,630
IWSEC,8,261
IWSM,5,156
IWSM/Mensura,4,91
IWSM/Metrikon/Mensura,6,105
IWSOC,14,961
IWSSD,12,405
IWUC,7,212
IWVF,16,883
IWWERT,7,783
International Zurich Seminar on Digital Communications,7,298
Java Grande,37,3942
Formal Syntax and Semantics of Java,10,996
Java Card Workshop,6,231
Spanish Bioinformatics Conference,7,361
JBIDI,5,82
JCDCG,9,267
IJCCGGT,6,89
JCDKB,11,893
JCDL,20,1879
Visual Interfaces to Digital Libraries,9,240
CAMA,2,33
JCIS,22,2063
Jerusalem Conference on Information Technology,6,116
JELIA,11,445
JFLA,2,13
JFPLC,6,333
SPLT,6,142
JFPL,3,313
Joint International Conference on Cognitive and Systematic Musicology,11,305
JIISIC,4,36
JISBD,14,749
JIDBD,3,14
Java-Informations-Tage,6,135
"Web, Web-Services, and Database Systems",13,1254
"Agent Technologies, Infrastructures, Tools, and Applications for E-Services",11,477
Net.ObjectDays,7,235
NetObjectDays,15,894
JMLC,11,516
JOBIM,6,194
JSAI,9,258
JSAI Workshops,8,228
Java Virtual Machine Research and Technology Symposium,13,626
Virtual Machine Research and Technology Symposium,11,618
KBCS,8,111
ASE,26,3144
KBSE,18,891
ASE Workshops,10,251
K-CAP,15,995
Integrating Ontologies,8,545
SAAKM,5,87
WoMO,5,95
KDD,57,13572
BIOKDD,14,664
Large-Scale Parallel Data Mining,10,657
KDD Workshop,16,6379
WEBKDD,14,585
MDM/KDD,13,754
Revised Papers from MDM/KDD and PAKDD/KDMCD,7,191
KDD Tutorials,3,17
KDD Tutorial Notes,5,98
PinKDD,6,342
WebKDD,7,233
WebKDD/SNA-KDD,6,158
KDID,15,578
KDXD,5,57
KELSI,6,85
KES,1,1
KES (2),10,1067
KES (4),4,109
KES (3),11,778
KES (1),12,758
Kurt Gödel Colloquium,15,720
GWAI,14,876
KI,12,899
KIFS,4,38
KI/ÖGAI,13,937
KESE,5,56
KI Workshop on Reference Ontologies and Application Ontologies,2,29
FAInt,2,9
BMI,6,129
Kommunikation in Verteilten Systemen,11,336
Rechnernetze und Datenfernverarbeitung,2,23
KiVS Kurzbeiträge und Workshop,7,134
Kommunikation in Verteilten Systemen (1),2,43
Offene Multifunktionale Büroarbeitsplätze und Bildschirmtext,1,8
KiVS,9,273
KiVS Kurzbeiträge,5,243
Data Networks with Satellites,2,17
Kommunikation in Verteilten Systemen (2),1,6
KMGov,12,423
Knowledge and Information Visualization,8,393
KnowRight,4,454
Kognitive Aspekte der Mensch-Computer-Interaktion,1,1
KONVENS,13,519
Formal Development of Reactive Systems,6,345
KORSO Book,10,316
KR,21,1851
KRDB,14,768
KR-MED,15,628
Knowledge Representation and Organization in Machine Learning,7,325
KSEM,9,427
Kyoto International Conference on Digital Libraries,10,293
LA-WEB,4,59
WebMedia/LA-WEB,8,218
LACL,2,41
LADC,7,188
"Logic, Action, and Information",5,51
Logic and Machines,10,368
LAMAS,6,134
Lambda-Calculus and Computer Science Theory,7,240
LA-NMR,3,54
LANSEC,2,13
Larch,8,392
LATIN,17,1078
Logic at Work,9,2791
LCC,13,1264
LCN,15,1886
LCPC,8,277
LCR,16,991
LCTES,13,575
LCTES/OM,16,876
LCTES-SCOPES,16,829
"Workshop on Languages, Compilers, & Tools for Real-Time Systems",12,927
"Workshop on Languages, Compilers, and Tools for Embedded Systems",8,487
Language Design and Programming Methodology,6,225
Language Design for Reliable Software,10,661
LeGE-WG 2,4,72
LeGE-WG 3,5,76
LeGE-WG 1,6,82
LeGE-WG 4,4,35
Towards the Learning Grid,7,567
LFCS,7,142
LISP Conference,12,973
LISP and Functional Programming,42,5889
Symposium on LISP and Functional Programming,15,936
LICS,22,1848
Logic in Databases,9,468
Sorts and Types in Artificial Intelligence,7,222
Ontologie und Axiomatik der Wissensbasis von LILOG,2,9
Sprachverarbeitung in Information und Dokumentation,2,17
Computerlinguistik und ihre theoretischen Grundlagen,3,25
LISA,15,939
Leipziger Informatik-Tage,6,155
Automata on Infinite Words,9,243
Formal Properties of Finite Automata and Applications,8,139
Semantics of Systems of Concurrent Processes,11,656
Automata Networks,4,73
Combinators and Functional Programming Languages,5,296
Electronic Dictionaries and Automata in Computational Linguistics,3,83
Learning Language in Logic,10,294
LoCA,22,1802
Logic Colloquium,5,199
LOMAPS,9,320
Logic of Programs,24,5548
LOPSTR,9,234
META,13,442
Program Development in Computational Logic,7,160
LOPSTR (LNCS 2042: Selected Papers),6,138
LP,7,167
LPAR,14,574
RCLP,10,397
LPAR Workshops,6,106
WLPE,9,378
LPKR,5,254
LPNMR,18,1265
CENT,3,46
Logic Programming Summer School,6,106
LSGRID,7,108
LSO,14,544
LSSC,5,180
The Logic of Theory Change,6,339
LWA,18,1768
Mobilität und Informationssysteme,3,18
Database Mechanisms for Mobile Applications,3,25
Grundlagen und Anwendungen mobiler Informationstechnologie,2,9
ASA/MA,25,2213
Mobile Agents,27,2470
MAAMAW,25,3542
MABS,9,216
USENIX MACH Symposium,20,1396
MADNES,5,88
MAICS,3,20
Digital Mammography / IWDM,9,481
MAMUS,5,148
Datenverarbeitung im Marketing,0,0
Mobile Agents and Security,14,3619
Multi-Agent-Systems and Applications,9,326
MASCOTS,17,1266
MASCOTS Tutorials,7,532
MATA,17,1081
MATES,6,208
MBUI,6,87
Mensch & Computer,5,194
Mensch-Computer Interaktion im 21. Jahrhundert,2,7
Mobile Computing in Medicine,5,93
"Functional Programming, Concurrency, Simulation and Automated Reasoning",9,286
Computer Performance and Reliability,10,340
Multiple Classifier Systems,29,4151
MCS,15,901
MCTA,5,58
MCU (2),6,114
MCU,13,439
MCU (1),6,179
MDA,4,28
MDAFA,8,466
MDAI,7,221
MDEIS,5,46
Mobile Datenbanken und Informationssysteme,1,8
MDIC,6,84
MDM,11,425
Mobile Data Management,15,1045
The MeDoc Approach,5,105
Workshop on Membrane Computing,17,2373
MEMOCODE,11,435
Metacognition in Computation,5,81
Metainformatics,9,256
METMBS,8,291
IEEE METRICS,41,4634
MFCS,15,1103
MFCS Workshop on Grammar Systems,4,54
MFDBS,12,511
MFPS,19,1025
Mathematical Foundations of Programming Semantics,15,823
Mobile HCI,24,3024
Mobile HCI Workshop on Mobile and Ubiquitous Information Access,9,249
MIRW,5,50
MHVR,7,338
Machine Intelligence 14,7,212
Machine Intelligence 15,7,378
Machine Intelligence 13,8,216
MIAR,9,434
"Modelling, Identification and Control",5,130
MICAI,15,1669
LoLaCOM,1,3
MICCAI,43,7201
MICCAI (2),20,1920
MICCAI (1),22,4088
MICRO,44,5866
Microcomputing,2,11
Adaptive and Reflective Middleware,7,198
Middleware,17,1172
Doctoral Symposium on Middleware,4,129
Middleware Workshops,14,888
Middleware for Grid Computing,10,374
Middleware for Pervasive and Ad-hoc Computing,12,572
MPAC,13,573
Middleware (Companion),7,169
Middleware (Demos and Posters),3,59
Middleware (Doctoral Symposium),4,48
MNCNA,4,55
MidSens,6,126
MW4SOC,9,276
MGC,7,138
ARM,5,107
MODDM,3,40
Middleware Security,6,63
Mobile Middleware,4,27
Rechnergestützter Entwurf und Architektur mikroelektronischer Systeme,3,23
Multimedia Information Analysis and Retrieval,7,174
MIPS,10,283
Multimedia Information Retrieval,30,4276
MIRO,7,132
MIRA,6,94
Biomimetic Neural Learning for Intelligent Robots,9,218
Multimedia Information Systems,11,392
MIT-JSME Workshop,12,611
MIXER,7,106
USENIX Microkernels and Other Kernel Architectures Symposium,8,266
USENIX Workshop on Microkernels and Other Kernel Architectures,10,590
MKM,19,1130
Calculemus/MKM,16,2282
Multikonferenz Wirtschaftsinformatik,12,619
Mobile and Collaborative Business,4,70
MKWI (E-Business),3,28
E-Business - Integration industriellerERP-Architekturen,3,19
Service Oriented Electronic Commerce,4,96
PRIMIUM,7,100
Intelligente Systeme zur Entscheidungsunterstützung,1,5
MLCW,10,1060
MLDM,7,243
MLDM Posters,4,61
Symposium on Mobile and Location-Independent Computing,9,1112
MLMI,9,322
MLMTA,10,286
Machine Learning Summer School,8,618
ACM Multimedia,38,8081
ACM Multimedia Workshops,22,1610
ACM Multimedia (2),18,1127
ACM Multimedia (1),34,4023
ACM Multimedia EMME Workshop,9,152
TVS,10,482
AREA,4,48
VNBA,3,49
MS,8,161
CommunicabilityMS,3,37
SRMC,8,182
SAME,4,46
MMAS,9,181
MMB,12,599
MMB (Kurzbeiträge),2,21
MMB (Kurzvorträge),4,82
Modelle für Rechensysteme,3,15
Formale Modelle für Informationssysteme,2,36
MMDB,14,587
MMGPS,2,5
MMM,12,627
MMM (1),4,64
MMM (2),4,55
MMM-ACNS,4,46
MMNET,6,106
MMNS,11,412
MMS,5,63
MOBICOM,38,4700
Mobility Management & Wireless Access Protocols,12,695
Vehicular Ad Hoc Networks,22,1659
WSNA,13,6407
Underwater Networks,23,2273
WINTECH,16,999
Challenged Networks,16,692
Sensor and Actor Networks,4,43
MELT,11,462
Wireless Networks and Systems for Developing Regions,4,81
MobiDE,7,173
MobiHoc,36,4560
FOWANC,6,90
HeterSanet,4,43
MobilityModels,7,254
MobiQuitous,8,285
MobIS,6,132
MobIS Workshops,3,38
MobiSys,41,5030
HealthNet,9,347
MoCoMed,3,26
Easter Conference on Model Theory,2,48
ModelAge Workshop,9,238
Modellierung,7,173
MoDELS,23,1897
MDDAUI,7,131
MoDELS Workshops,13,647
TWOMD,3,50
MoDELS (Doctoral Symposium),2,16
International Working Conference on Model Realism,4,44
Mobile Object Systems,12,2596
MOVEP,9,610
MOZ,7,190
MPC,10,290
Mobile Robots,3,28
AAAI Mobile Robot Competition,9,257
MRC,7,157
MRCS,11,568
Modelling and Simulation,8,196
MSE,10,554
ISMSE,13,951
M-Services,4,103
Mathematical Studies of Information Processing,5,113
"Hardware Specification, Verification and Synthesis",12,355
MSN,11,701
"Modelling, Simulation, and Optimization",4,61
Problems and Methodologies in Mathematical Software Production,3,35
Mathematical Methods for Protein Structure Analysis and Design,4,71
MSR,21,1528
IEEE Symposium on Mass Storage Systems,21,1859
MSST,3,23
MSV,5,147
MSV/AMCS,6,106
MSWiM,14,1010
Q2SWinet,15,1001
PM2HW2N,9,333
WMuNeP,12,534
Multimedia Technology and Applications,4,59
MTDT,12,540
MTV,5,104
MWCN,21,2653
MWCN/PWC,5,84
Modelling with Words,6,109
Mycrypt,11,374
WNAA,6,171
NAA,5,69
NAACL,20,2189
HLT-NAACL,33,3772
HLT,36,11092
HLT/EMNLP,41,6965
HLT-NAACL (Short Papers),18,1256
HLT-NAACL (Doctoral Consortium),2,11
HLT-NAACL (Demonstrations),5,115
HLT-NAACL (Tutorial Abstracts),4,199
Prospects for Hardware Foundations,5,123
IEEE/Nagoya-University World Wisepersons Workshop,7,117
NAPAW,5,100
NATO ASI DPD,7,9365
NATO ASI OODBS,8,257
NC,8,301
NCA,13,685
Neural Networks and Computational Intelligence,7,198
NDDL/VVEIS,4,160
NDDL,6,86
New Directions in Question Answering,15,1040
NDSS,37,4507
Conference on Network Administration,3,40
NETGAMES,11,390
Network Security,2,32
Networking,21,3097
NETWORKING,32,5093
NetWORKing,8,189
Mobile and Wireless Communication Networks,6,129
NETWORKING Workshops,3,46
NETWORKING Tutorials,5,381
TMA,9,298
NETWORKS,6,92
Emergent Neural Computational Architectures Based on Neuroscience,12,414
NEW2AN,9,357
NF²,10,287
Networked Group Communication,26,3658
NGITS,5,116
Nonmonotonic and Inductive Logic,9,334
NIME,30,3795
NIPS,52,14677
Neural Networks: Tricks of the Trade,11,1304
Networked Information Retrieval,4,78
Heinz Nixdorf Symposium,4,48
NLDB,10,491
NLG,12,576
Natural Language Processing,10,275
NLPRS,15,784
NLPCS,6,112
NLUCS,5,72
Natural Language Understanding and Logic Programming Workshop,8,193
Natural Language Understanding and Natural Language Understanding Workshop,6,73
Numerical Methods and Applications,7,199
Numerical Methods and Application,10,295
NMELP,11,469
NMR,21,1527
Summer School on Neural Networks,7,193
NOLISP,5,110
NOSSDAV,15,747
NPAR,18,892
NPC,9,388
NPIVM,0,0
NSDI,59,9328
LEET,10,693
UPSEC,7,227
WOWCS,3,29
Infrastructure for Mobile and Wireless Systems,5,271
NSIP,11,592
Workshop on New Security Paradigms,9,660
NSPW,11,470
New Zealand Computer Science Research Students' Conference,3,76
Optimal Algorithms,9,266
OAS,6,205
Objektbanken für Experten,3,31
OBPDC,7,255
Object Modeling with the OCL,9,463
Codes for Boundary-Value Problems in Ordinary Differential Equations,6,301
Open Distributed Processing,14,514
ODRL Workshop,5,69
Creating Personalities for Synthetic Actors,9,541
ÖGAI,8,240
FLAI,6,163
OHS-6/SC-2,8,135
OHS-7/SC-3/AH-3,10,661
OM,27,3188
OMER,3,36
ONDM,2,26
OODBS,25,2558
Objects and Databases,9,194
IWDOM,14,831
Eurographics Workshop on Programming Paradigms in Graphics,5,90
Workshop on Object-Oriented Graphics,3,69
Workshops on Object-Oriented Graphics (1),3,42
Workshops on Object-Oriented Graphics (2),2,79
OOIS,16,1063
OOIS Workshops,10,538
OOPSLA,28,2861
OOPSLA Companion,17,1508
OOPSLA Workshop on Eclipse Technology eXchange,8,349
Security for Object-Oriented Systems,4,85
OOPSLA/ECOOP,25,3745
Reflection and Software Engineering,8,469
OpNeTec,5,80
OPODIS,14,727
ORDAL,8,162
ORM,6,110
Symposium on Operating Systems,5,1018
Conference on Operating Systems,2,18
OSDI,46,9569
SysML,4,86
WASL,5,115
HotPower,8,353
Workshop on I/O Virtualization,7,126
OTM Workshops,11,790
OTM Conferences (1),16,1011
OTM Conferences (2),12,855
OTM Workshops (1),16,1891
OTM Workshops (2),19,1231
Peer-to-Peer Computing,23,1962
Peer-to-Peer Systems and Applications,11,601
P2PKM,8,245
Parallel Algorithms and Architectures,8,232
ACM Pacific,4,49
PACS,16,1079
PaCT,20,1698
PADL,14,604
PADO,8,230
Workshop on Parallel and Distributed Simulation,28,3373
PADS,11,521
PAKDD,30,4407
BioDM,6,346
KDLL,4,64
KDMCD,2,51
PAKDD Workshops,4,65
PAKM,12,569
PAM,15,806
PAPM-PROBMIV,14,815
Recent Issues in Pattern Analysis and Recognition,5,83
Pattern Recognition,42,12530
PARA,0,0
PARBASE / Databases,6,182
PARBASE / Architectures,5,57
PARBASE,4,135
Parcella,7,160
PARCO,15,926
PARELEC,3,21
PARLE,27,2742
PARLE (2),23,2703
PARLE (1),23,1646
PaRMa,4,45
PASCAL,2,8
Pascal - The Language and its Implementation,4,168
PASTE,11,493
PATAT,18,861
PATMOS,5,132
Program Construction,13,564
Panhellenic Conference on Informatics,6,223
Paraconsistent Computational Logic,6,105
PCM (2),3,55
IEEE Pacific Rim Conference on Multimedia,17,1692
PCM (3),11,430
PCM,8,453
PCM (1),3,65
Personal Computing,1,4
PCRCW,18,1081
PDC,16,827
PDCAT,10,788
Parallel and Distributed Computing and Networks,13,1185
IASTED PDCS,15,993
Workshop on Parallel and Distributed Debugging,20,1549
PDIS,32,5259
PDK,11,452
Programs as Data Objects,8,394
Process in Distributed Operating Systems and Distributed Systems Management,4,80
PDP,18,1701
Parallel and Distributed Computing and Systems,9,235
PDPTA,10,771
Software Engineering for Parallel and Distributed Systems,7,143
PDSE,14,740
Performance of Distributed Systems and Integrated Communication Networks,6,139
PE-WASUN,9,261
Performance Engineering,7,158
PEARL,3,32
Programming Environments for Parallel Computing,8,196
Partial Evaluation,8,404
PEPM,11,441
ASIA-PEPM,7,138
PerCom Workshops,14,1532
PerCom,25,2528
Performance,10,427
PERSUASIVE,16,772
Pervasive,23,1674
PERMID,10,210
Ambient Information Systems,5,68
CASEMANS,4,54
Privacy Enhancing Technologies,16,734
PFE,23,1787
Pacific Conference on Computer Graphics and Applications,33,3493
PGLDB,3,41
Probabilistic Graphical Models,12,428
Declarative Programming,7,97
Protocols for High-Speed Networks,12,587
Physik und Informatik,3,196
PIT,12,445
Public Key Cryptography,22,1725
PKDD,45,6744
ECML/PKDD (2),19,1597
ECML/PKDD (1),24,2259
ECML/PKDD,2,4
PLAN-X,10,337
PLC,7,158
PLDI,42,5469
Best of PLDI,0,0
PLAS,17,848
PLILP,29,2597
PLILP/ALP,14,630
Workshop on Parallel Lisp,7,428
Programming Languages and System Architectures,10,414
